image_path,label,code,date,future_return
data\images\train\hk.00039\2023-11-21.png,1,hk.00039,2023-11-21,0.38356164383561664
data\images\train\hk.00039\2023-11-22.png,1,hk.00039,2023-11-22,0.20430107526881724
data\images\train\hk.00039\2023-11-23.png,1,hk.00039,2023-11-23,0.25000000000000006
data\images\train\hk.00039\2023-11-24.png,1,hk.00039,2023-11-24,0.10204081632653056
data\images\train\hk.00039\2023-11-27.png,0,hk.00039,2023-11-27,-0.01980198019801982
data\images\train\hk.00039\2023-11-28.png,0,hk.00039,2023-11-28,-0.06930693069306937
data\images\train\hk.00039\2023-11-29.png,0,hk.00039,2023-11-29,-0.1517857142857143
data\images\train\hk.00039\2023-11-30.png,0,hk.00039,2023-11-30,-0.13043478260869565
data\images\train\hk.00039\2023-12-01.png,0,hk.00039,2023-12-01,-0.08333333333333327
data\images\train\hk.00039\2023-12-04.png,1,hk.00039,2023-12-04,0.020202020202020218
data\images\train\hk.00039\2023-12-05.png,1,hk.00039,2023-12-05,0.0638297872340426
data\images\train\hk.00039\2023-12-06.png,1,hk.00039,2023-12-06,0.07368421052631571
data\images\train\hk.00039\2023-12-07.png,0,hk.00039,2023-12-07,0.01999999999999988
data\images\train\hk.00039\2023-12-08.png,1,hk.00039,2023-12-08,0.12121212121212117
data\images\train\hk.00039\2023-12-11.png,1,hk.00039,2023-12-11,0.15841584158415842
data\images\train\hk.00039\2023-12-12.png,1,hk.00039,2023-12-12,0.16
data\images\train\hk.00039\2023-12-13.png,1,hk.00039,2023-12-13,0.127450980392157
data\images\train\hk.00039\2023-12-14.png,1,hk.00039,2023-12-14,0.0980392156862746
data\images\train\hk.00039\2023-12-15.png,1,hk.00039,2023-12-15,0.03603603603603607
data\images\train\hk.00039\2023-12-18.png,0,hk.00039,2023-12-18,-0.02564102564102566
data\images\train\hk.00039\2023-12-19.png,0,hk.00039,2023-12-19,-0.08620689655172421
data\images\train\hk.00039\2023-12-20.png,0,hk.00039,2023-12-20,-0.0869565217391305
data\images\train\hk.00039\2023-12-21.png,0,hk.00039,2023-12-21,-0.09821428571428567
data\images\train\hk.00039\2023-12-22.png,0,hk.00039,2023-12-22,-0.10434782608695661
data\images\train\hk.00039\2023-12-27.png,0,hk.00039,2023-12-27,-0.0789473684210527
data\images\train\hk.00039\2023-12-28.png,0,hk.00039,2023-12-28,-0.04716981132075463
data\images\train\hk.00039\2023-12-29.png,0,hk.00039,2023-12-29,-0.019047619047619067
data\images\train\hk.00040\2020-05-21.png,0,hk.00040,2020-05-21,-0.030303030303030328
data\images\train\hk.00040\2020-05-22.png,1,hk.00040,2020-05-22,0.03225806451612906
data\images\train\hk.00040\2020-05-25.png,0,hk.00040,2020-05-25,-0.03125000000000003
data\images\train\hk.00040\2020-05-26.png,0,hk.00040,2020-05-26,-0.07575757575757582
data\images\train\hk.00040\2020-05-27.png,0,hk.00040,2020-05-27,-0.11428571428571424
data\images\train\hk.00040\2020-05-28.png,0,hk.00040,2020-05-28,-0.06250000000000006
data\images\train\hk.00040\2020-05-29.png,0,hk.00040,2020-05-29,0.0
data\images\train\hk.00040\2020-06-02.png,0,hk.00040,2020-06-02,0.01612903225806453
data\images\train\hk.00040\2020-06-03.png,0,hk.00040,2020-06-03,0.0
data\images\train\hk.00040\2020-06-04.png,0,hk.00040,2020-06-04,0.0
data\images\train\hk.00040\2020-06-05.png,1,hk.00040,2020-06-05,0.03333333333333337
data\images\train\hk.00040\2020-06-08.png,0,hk.00040,2020-06-08,-0.03125000000000003
data\images\train\hk.00040\2020-06-12.png,0,hk.00040,2020-06-12,-0.015873015873015886
data\images\train\hk.00040\2020-06-22.png,0,hk.00040,2020-06-22,-0.04918032786885251
data\images\train\hk.00040\2020-06-23.png,0,hk.00040,2020-06-23,-0.03225806451612906
data\images\train\hk.00040\2020-06-24.png,1,hk.00040,2020-06-24,0.03225806451612906
data\images\train\hk.00040\2020-06-26.png,0,hk.00040,2020-06-26,-0.04838709677419359
data\images\train\hk.00040\2020-06-30.png,1,hk.00040,2020-06-30,0.03225806451612906
data\images\train\hk.00040\2020-07-02.png,1,hk.00040,2020-07-02,0.06896551724137938
data\images\train\hk.00040\2020-07-03.png,0,hk.00040,2020-07-03,0.0
data\images\train\hk.00040\2020-07-06.png,0,hk.00040,2020-07-06,-0.09375000000000008
data\images\train\hk.00040\2020-07-08.png,0,hk.00040,2020-07-08,-0.0338983050847458
data\images\train\hk.00040\2020-07-09.png,0,hk.00040,2020-07-09,-0.12499999999999993
data\images\train\hk.00040\2020-07-10.png,1,hk.00040,2020-07-10,0.06451612903225812
data\images\train\hk.00040\2020-07-14.png,1,hk.00040,2020-07-14,0.08333333333333341
data\images\train\hk.00040\2020-07-15.png,0,hk.00040,2020-07-15,0.017241379310344845
data\images\train\hk.00040\2020-07-16.png,1,hk.00040,2020-07-16,0.052631578947368474
data\images\train\hk.00040\2020-07-17.png,1,hk.00040,2020-07-17,0.035714285714285546
data\images\train\hk.00040\2020-07-20.png,0,hk.00040,2020-07-20,-0.09090909090909098
data\images\train\hk.00040\2020-07-22.png,0,hk.00040,2020-07-22,-0.09230769230769238
data\images\train\hk.00040\2020-07-23.png,0,hk.00040,2020-07-23,-0.0169491525423729
data\images\train\hk.00040\2020-07-24.png,0,hk.00040,2020-07-24,-0.03333333333333337
data\images\train\hk.00040\2020-07-27.png,0,hk.00040,2020-07-27,0.0
data\images\train\hk.00040\2020-07-28.png,0,hk.00040,2020-07-28,-0.050000000000000044
data\images\train\hk.00040\2020-07-29.png,0,hk.00040,2020-07-29,-0.0169491525423729
data\images\train\hk.00040\2020-07-30.png,0,hk.00040,2020-07-30,0.017241379310344845
data\images\train\hk.00040\2020-07-31.png,0,hk.00040,2020-07-31,0.017241379310344845
data\images\train\hk.00040\2020-08-03.png,0,hk.00040,2020-08-03,-0.017241379310344845
data\images\train\hk.00040\2020-08-04.png,0,hk.00040,2020-08-04,0.0
data\images\train\hk.00040\2020-08-05.png,0,hk.00040,2020-08-05,0.017241379310344845
data\images\train\hk.00040\2020-08-06.png,0,hk.00040,2020-08-06,-0.0169491525423729
data\images\train\hk.00040\2020-08-07.png,0,hk.00040,2020-08-07,-0.0169491525423729
data\images\train\hk.00040\2020-08-10.png,0,hk.00040,2020-08-10,0.0
data\images\train\hk.00040\2020-08-11.png,0,hk.00040,2020-08-11,0.017543859649122823
data\images\train\hk.00040\2020-08-12.png,0,hk.00040,2020-08-12,-0.0169491525423729
data\images\train\hk.00040\2020-08-13.png,0,hk.00040,2020-08-13,-0.017241379310344845
data\images\train\hk.00040\2020-08-14.png,0,hk.00040,2020-08-14,0.0
data\images\train\hk.00040\2020-08-17.png,0,hk.00040,2020-08-17,0.0
data\images\train\hk.00040\2020-08-18.png,0,hk.00040,2020-08-18,-0.034482758620689495
data\images\train\hk.00040\2020-08-19.png,0,hk.00040,2020-08-19,-0.034482758620689495
data\images\train\hk.00040\2020-08-20.png,0,hk.00040,2020-08-20,0.017543859649122823
data\images\train\hk.00040\2020-08-21.png,0,hk.00040,2020-08-21,-0.017241379310344845
data\images\train\hk.00040\2020-08-24.png,0,hk.00040,2020-08-24,0.0
data\images\train\hk.00040\2020-08-25.png,0,hk.00040,2020-08-25,0.017857142857142672
data\images\train\hk.00040\2020-08-26.png,0,hk.00040,2020-08-26,0.017857142857142672
data\images\train\hk.00040\2020-08-27.png,0,hk.00040,2020-08-27,-0.017241379310344845
data\images\train\hk.00040\2020-08-28.png,0,hk.00040,2020-08-28,-0.01754385964912263
data\images\train\hk.00040\2020-08-31.png,0,hk.00040,2020-08-31,-0.01754385964912263
data\images\train\hk.00040\2020-09-01.png,0,hk.00040,2020-09-01,-0.01754385964912263
data\images\train\hk.00040\2020-09-02.png,0,hk.00040,2020-09-02,-0.03508771929824545
data\images\train\hk.00040\2020-09-03.png,0,hk.00040,2020-09-03,-0.05263157894736828
data\images\train\hk.00040\2020-09-04.png,0,hk.00040,2020-09-04,-0.03571428571428574
data\images\train\hk.00040\2020-09-07.png,0,hk.00040,2020-09-07,-0.01785714285714287
data\images\train\hk.00040\2020-09-08.png,0,hk.00040,2020-09-08,-0.03571428571428574
data\images\train\hk.00040\2020-09-09.png,0,hk.00040,2020-09-09,-0.018181818181818195
data\images\train\hk.00040\2020-09-10.png,0,hk.00040,2020-09-10,-0.018518518518518535
data\images\train\hk.00040\2020-09-11.png,0,hk.00040,2020-09-11,0.018518518518518535
data\images\train\hk.00040\2020-09-14.png,0,hk.00040,2020-09-14,-0.05454545454545459
data\images\train\hk.00040\2020-09-15.png,0,hk.00040,2020-09-15,-0.03703703703703707
data\images\train\hk.00040\2020-09-16.png,0,hk.00040,2020-09-16,-0.03703703703703707
data\images\train\hk.00040\2020-09-17.png,0,hk.00040,2020-09-17,-0.018867924528301903
data\images\train\hk.00040\2020-09-18.png,0,hk.00040,2020-09-18,-0.03636363636363639
data\images\train\hk.00040\2020-09-21.png,0,hk.00040,2020-09-21,0.019230769230769246
data\images\train\hk.00040\2020-09-22.png,0,hk.00040,2020-09-22,-0.019230769230769246
data\images\train\hk.00040\2020-09-23.png,1,hk.00040,2020-09-23,0.03846153846153849
data\images\train\hk.00040\2020-09-24.png,1,hk.00040,2020-09-24,0.07692307692307698
data\images\train\hk.00040\2020-09-25.png,1,hk.00040,2020-09-25,0.03773584905660381
data\images\train\hk.00040\2020-09-28.png,1,hk.00040,2020-09-28,0.03773584905660381
data\images\train\hk.00040\2020-09-29.png,1,hk.00040,2020-09-29,0.13725490196078421
data\images\train\hk.00040\2020-09-30.png,1,hk.00040,2020-09-30,0.07407407407407393
data\images\train\hk.00040\2020-10-05.png,1,hk.00040,2020-10-05,0.07142857142857129
data\images\train\hk.00040\2020-10-06.png,1,hk.00040,2020-10-06,0.07272727272727258
data\images\train\hk.00040\2020-10-07.png,1,hk.00040,2020-10-07,0.05454545454545439
data\images\train\hk.00040\2020-10-08.png,1,hk.00040,2020-10-08,0.03448275862068969
data\images\train\hk.00040\2020-10-09.png,0,hk.00040,2020-10-09,0.017241379310344845
data\images\train\hk.00040\2020-10-12.png,0,hk.00040,2020-10-12,0.0
data\images\train\hk.00040\2020-10-14.png,0,hk.00040,2020-10-14,0.0
data\images\train\hk.00040\2020-10-15.png,0,hk.00040,2020-10-15,-0.017241379310344845
data\images\train\hk.00040\2020-10-16.png,0,hk.00040,2020-10-16,-0.03333333333333337
data\images\train\hk.00040\2020-10-19.png,1,hk.00040,2020-10-19,0.10169491525423738
data\images\train\hk.00040\2020-10-20.png,1,hk.00040,2020-10-20,0.10000000000000009
data\images\train\hk.00040\2020-10-21.png,1,hk.00040,2020-10-21,0.0677966101694916
data\images\train\hk.00040\2020-10-22.png,1,hk.00040,2020-10-22,0.10526315789473695
data\images\train\hk.00040\2020-10-23.png,1,hk.00040,2020-10-23,0.08620689655172423
data\images\train\hk.00040\2020-10-27.png,0,hk.00040,2020-10-27,-0.04615384615384619
data\images\train\hk.00040\2020-10-28.png,0,hk.00040,2020-10-28,-0.060606060606060656
data\images\train\hk.00040\2020-10-29.png,0,hk.00040,2020-10-29,-0.015873015873015886
data\images\train\hk.00040\2020-10-30.png,0,hk.00040,2020-10-30,0.015873015873015886
data\images\train\hk.00040\2020-11-02.png,0,hk.00040,2020-11-02,0.015873015873015886
data\images\train\hk.00040\2020-11-03.png,1,hk.00040,2020-11-03,0.03225806451612906
data\images\train\hk.00040\2020-11-04.png,1,hk.00040,2020-11-04,0.03225806451612906
data\images\train\hk.00040\2020-11-05.png,1,hk.00040,2020-11-05,0.03225806451612906
data\images\train\hk.00040\2020-11-06.png,0,hk.00040,2020-11-06,-0.03125000000000003
data\images\train\hk.00040\2020-11-09.png,0,hk.00040,2020-11-09,-0.04687500000000004
data\images\train\hk.00040\2020-11-10.png,0,hk.00040,2020-11-10,-0.04687500000000004
data\images\train\hk.00040\2020-11-11.png,0,hk.00040,2020-11-11,-0.03125000000000003
data\images\train\hk.00040\2020-11-12.png,0,hk.00040,2020-11-12,-0.015625000000000014
data\images\train\hk.00040\2020-11-13.png,0,hk.00040,2020-11-13,0.01612903225806453
data\images\train\hk.00040\2020-11-16.png,1,hk.00040,2020-11-16,0.03278688524590167
data\images\train\hk.00040\2020-11-17.png,0,hk.00040,2020-11-17,0.016393442622950834
data\images\train\hk.00040\2020-11-18.png,0,hk.00040,2020-11-18,-0.01612903225806453
data\images\train\hk.00040\2020-11-19.png,0,hk.00040,2020-11-19,-0.015873015873015886
data\images\train\hk.00040\2020-11-20.png,0,hk.00040,2020-11-20,-0.015873015873015886
data\images\train\hk.00040\2020-11-23.png,0,hk.00040,2020-11-23,-0.04761904761904766
data\images\train\hk.00040\2020-11-24.png,0,hk.00040,2020-11-24,-0.01612903225806453
data\images\train\hk.00040\2020-11-25.png,0,hk.00040,2020-11-25,0.016393442622950834
data\images\train\hk.00040\2020-11-26.png,0,hk.00040,2020-11-26,0.0
data\images\train\hk.00040\2020-11-27.png,0,hk.00040,2020-11-27,-0.01612903225806453
data\images\train\hk.00040\2020-11-30.png,0,hk.00040,2020-11-30,0.016666666666666684
data\images\train\hk.00040\2020-12-01.png,0,hk.00040,2020-12-01,0.0
data\images\train\hk.00040\2020-12-02.png,0,hk.00040,2020-12-02,-0.01612903225806453
data\images\train\hk.00040\2020-12-03.png,0,hk.00040,2020-12-03,-0.03225806451612906
data\images\train\hk.00040\2020-12-04.png,0,hk.00040,2020-12-04,0.0
data\images\train\hk.00040\2020-12-07.png,0,hk.00040,2020-12-07,-0.016393442622950834
data\images\train\hk.00040\2020-12-08.png,0,hk.00040,2020-12-08,-0.03278688524590167
data\images\train\hk.00040\2020-12-09.png,0,hk.00040,2020-12-09,-0.04918032786885251
data\images\train\hk.00040\2020-12-10.png,0,hk.00040,2020-12-10,-0.03333333333333337
data\images\train\hk.00040\2020-12-11.png,0,hk.00040,2020-12-11,-0.04918032786885251
data\images\train\hk.00040\2020-12-14.png,0,hk.00040,2020-12-14,-0.03333333333333337
data\images\train\hk.00040\2020-12-15.png,0,hk.00040,2020-12-15,0.0169491525423729
data\images\train\hk.00040\2020-12-16.png,0,hk.00040,2020-12-16,0.0
data\images\train\hk.00040\2020-12-17.png,0,hk.00040,2020-12-17,0.017241379310344845
data\images\train\hk.00040\2020-12-18.png,1,hk.00040,2020-12-18,0.03448275862068969
data\images\train\hk.00040\2020-12-21.png,1,hk.00040,2020-12-21,0.03448275862068969
data\images\train\hk.00040\2020-12-22.png,0,hk.00040,2020-12-22,-0.016666666666666684
data\images\train\hk.00040\2020-12-23.png,1,hk.00040,2020-12-23,0.03448275862068969
data\images\train\hk.00040\2020-12-24.png,0,hk.00040,2020-12-24,0.0169491525423729
data\images\train\hk.00040\2020-12-28.png,0,hk.00040,2020-12-28,0.0
data\images\train\hk.00040\2020-12-29.png,1,hk.00040,2020-12-29,0.050000000000000044
data\images\train\hk.00040\2020-12-30.png,1,hk.00040,2020-12-30,0.0338983050847458
data\images\train\hk.00040\2020-12-31.png,0,hk.00040,2020-12-31,0.016666666666666684
data\images\train\hk.00040\2021-01-04.png,1,hk.00040,2021-01-04,0.13333333333333347
data\images\train\hk.00040\2021-01-05.png,1,hk.00040,2021-01-05,0.10000000000000009
data\images\train\hk.00040\2021-01-06.png,0,hk.00040,2021-01-06,0.0
data\images\train\hk.00040\2021-01-07.png,0,hk.00040,2021-01-07,0.016393442622950834
data\images\train\hk.00040\2021-01-08.png,1,hk.00040,2021-01-08,0.09836065573770501
data\images\train\hk.00040\2021-01-11.png,0,hk.00040,2021-01-11,-0.029411764705882377
data\images\train\hk.00040\2021-01-12.png,0,hk.00040,2021-01-12,-0.07575757575757582
data\images\train\hk.00040\2021-01-13.png,1,hk.00040,2021-01-13,0.03174603174603177
data\images\train\hk.00040\2021-01-14.png,1,hk.00040,2021-01-14,0.03225806451612906
data\images\train\hk.00040\2021-01-15.png,0,hk.00040,2021-01-15,-0.044776119402985114
data\images\train\hk.00040\2021-01-18.png,0,hk.00040,2021-01-18,-0.04545454545454549
data\images\train\hk.00040\2021-01-19.png,1,hk.00040,2021-01-19,0.04918032786885251
data\images\train\hk.00040\2021-01-20.png,0,hk.00040,2021-01-20,-0.04615384615384619
data\images\train\hk.00040\2021-01-21.png,0,hk.00040,2021-01-21,-0.015625000000000014
data\images\train\hk.00040\2021-01-22.png,0,hk.00040,2021-01-22,-0.015625000000000014
data\images\train\hk.00040\2021-01-25.png,0,hk.00040,2021-01-25,0.015873015873015886
data\images\train\hk.00040\2021-01-26.png,0,hk.00040,2021-01-26,-0.03125000000000003
data\images\train\hk.00040\2021-01-27.png,0,hk.00040,2021-01-27,-0.01612903225806453
data\images\train\hk.00040\2021-01-28.png,0,hk.00040,2021-01-28,-0.03174603174603177
data\images\train\hk.00040\2021-01-29.png,0,hk.00040,2021-01-29,-0.03174603174603177
data\images\train\hk.00040\2021-02-01.png,0,hk.00040,2021-02-01,-0.09375000000000008
data\images\train\hk.00040\2021-02-02.png,0,hk.00040,2021-02-02,-0.03225806451612906
data\images\train\hk.00040\2021-02-03.png,0,hk.00040,2021-02-03,-0.016393442622950834
data\images\train\hk.00040\2021-02-04.png,0,hk.00040,2021-02-04,0.0
data\images\train\hk.00040\2021-02-05.png,0,hk.00040,2021-02-05,0.016393442622950834
data\images\train\hk.00040\2021-02-08.png,1,hk.00040,2021-02-08,0.12068965517241391
data\images\train\hk.00040\2021-02-09.png,1,hk.00040,2021-02-09,0.03333333333333337
data\images\train\hk.00040\2021-02-10.png,1,hk.00040,2021-02-10,0.06666666666666674
data\images\train\hk.00040\2021-02-11.png,1,hk.00040,2021-02-11,0.04918032786885251
data\images\train\hk.00040\2021-02-16.png,1,hk.00040,2021-02-16,0.04838709677419359
data\images\train\hk.00040\2021-02-17.png,0,hk.00040,2021-02-17,-0.015384615384615398
data\images\train\hk.00040\2021-02-18.png,1,hk.00040,2021-02-18,0.04838709677419359
data\images\train\hk.00040\2021-02-19.png,0,hk.00040,2021-02-19,0.0
data\images\train\hk.00040\2021-02-22.png,0,hk.00040,2021-02-22,-0.015625000000000014
data\images\train\hk.00040\2021-02-23.png,0,hk.00040,2021-02-23,0.0
data\images\train\hk.00040\2021-02-24.png,0,hk.00040,2021-02-24,0.0
data\images\train\hk.00040\2021-02-25.png,0,hk.00040,2021-02-25,-0.030769230769230795
data\images\train\hk.00040\2021-02-26.png,0,hk.00040,2021-02-26,0.0
data\images\train\hk.00040\2021-03-01.png,0,hk.00040,2021-03-01,0.015873015873015886
data\images\train\hk.00040\2021-03-02.png,1,hk.00040,2021-03-02,0.030769230769230795
data\images\train\hk.00040\2021-03-03.png,0,hk.00040,2021-03-03,0.015625000000000014
data\images\train\hk.00040\2021-03-04.png,0,hk.00040,2021-03-04,0.015873015873015886
data\images\train\hk.00040\2021-03-05.png,0,hk.00040,2021-03-05,0.015625000000000014
data\images\train\hk.00040\2021-03-08.png,0,hk.00040,2021-03-08,0.015625000000000014
data\images\train\hk.00040\2021-03-09.png,0,hk.00040,2021-03-09,-0.02985074626865674
data\images\train\hk.00040\2021-03-10.png,0,hk.00040,2021-03-10,0.015384615384615398
data\images\train\hk.00040\2021-03-11.png,1,hk.00040,2021-03-11,0.04687500000000004
data\images\train\hk.00040\2021-03-12.png,1,hk.00040,2021-03-12,0.030769230769230795
data\images\train\hk.00040\2021-03-15.png,1,hk.00040,2021-03-15,0.030769230769230795
data\images\train\hk.00040\2021-03-16.png,1,hk.00040,2021-03-16,0.04615384615384619
data\images\train\hk.00040\2021-03-17.png,0,hk.00040,2021-03-17,0.0
data\images\train\hk.00040\2021-03-18.png,1,hk.00040,2021-03-18,0.029850746268656577
data\images\train\hk.00040\2021-03-19.png,1,hk.00040,2021-03-19,0.07462686567164169
data\images\train\hk.00040\2021-03-22.png,1,hk.00040,2021-03-22,0.059701492537313314
data\images\train\hk.00040\2021-03-23.png,1,hk.00040,2021-03-23,0.029411764705882214
data\images\train\hk.00040\2021-03-24.png,1,hk.00040,2021-03-24,0.030303030303030328
data\images\train\hk.00040\2021-03-25.png,0,hk.00040,2021-03-25,-0.02898550724637668
data\images\train\hk.00040\2021-03-26.png,0,hk.00040,2021-03-26,-0.08333333333333326
data\images\train\hk.00040\2021-03-29.png,0,hk.00040,2021-03-29,-0.042253521126760445
data\images\train\hk.00040\2021-03-30.png,0,hk.00040,2021-03-30,-0.02857142857142844
data\images\train\hk.00040\2021-03-31.png,1,hk.00040,2021-03-31,0.0441176470588234
data\images\train\hk.00040\2021-04-01.png,1,hk.00040,2021-04-01,0.059701492537313314
data\images\train\hk.00040\2021-04-07.png,1,hk.00040,2021-04-07,0.12121212121212115
data\images\train\hk.00040\2021-04-08.png,1,hk.00040,2021-04-08,0.08823529411764697
data\images\train\hk.00040\2021-04-09.png,1,hk.00040,2021-04-09,0.10294117647058816
data\images\train\hk.00040\2021-04-12.png,1,hk.00040,2021-04-12,0.056338028169014134
data\images\train\hk.00040\2021-04-13.png,1,hk.00040,2021-04-13,0.07042253521126768
data\images\train\hk.00040\2021-04-14.png,0,hk.00040,2021-04-14,-0.013513513513513526
data\images\train\hk.00040\2021-04-15.png,0,hk.00040,2021-04-15,0.0
data\images\train\hk.00040\2021-04-16.png,0,hk.00040,2021-04-16,-0.013333333333333345
data\images\train\hk.00040\2021-04-19.png,0,hk.00040,2021-04-19,-0.013333333333333345
data\images\train\hk.00040\2021-04-20.png,0,hk.00040,2021-04-20,-0.013157894736842117
data\images\train\hk.00040\2021-04-21.png,1,hk.00040,2021-04-21,0.02739726027397263
data\images\train\hk.00040\2021-04-22.png,0,hk.00040,2021-04-22,0.013513513513513526
data\images\train\hk.00040\2021-04-23.png,0,hk.00040,2021-04-23,0.013513513513513526
data\images\train\hk.00040\2021-04-26.png,0,hk.00040,2021-04-26,0.013513513513513526
data\images\train\hk.00040\2021-04-27.png,0,hk.00040,2021-04-27,0.0
data\images\train\hk.00040\2021-04-28.png,0,hk.00040,2021-04-28,-0.02666666666666669
data\images\train\hk.00040\2021-04-29.png,0,hk.00040,2021-04-29,-0.040000000000000036
data\images\train\hk.00040\2021-04-30.png,0,hk.00040,2021-04-30,-0.013333333333333345
data\images\train\hk.00040\2021-05-03.png,0,hk.00040,2021-05-03,-0.02666666666666669
data\images\train\hk.00040\2021-05-04.png,0,hk.00040,2021-05-04,-0.040000000000000036
data\images\train\hk.00040\2021-05-05.png,0,hk.00040,2021-05-05,-0.013698630136986314
data\images\train\hk.00040\2021-05-06.png,0,hk.00040,2021-05-06,-0.027777777777777804
data\images\train\hk.00040\2021-05-07.png,0,hk.00040,2021-05-07,-0.054054054054054106
data\images\train\hk.00040\2021-05-10.png,0,hk.00040,2021-05-10,-0.05479452054794526
data\images\train\hk.00040\2021-05-11.png,0,hk.00040,2021-05-11,-0.041666666666666706
data\images\train\hk.00040\2021-05-12.png,0,hk.00040,2021-05-12,-0.041666666666666706
data\images\train\hk.00040\2021-05-13.png,0,hk.00040,2021-05-13,-0.02857142857142844
data\images\train\hk.00040\2021-05-14.png,0,hk.00040,2021-05-14,-0.04285714285714274
data\images\train\hk.00040\2021-05-17.png,0,hk.00040,2021-05-17,-0.05797101449275352
data\images\train\hk.00040\2021-05-18.png,0,hk.00040,2021-05-18,-0.05797101449275352
data\images\train\hk.00040\2021-05-20.png,0,hk.00040,2021-05-20,-0.05797101449275352
data\images\train\hk.00040\2021-05-21.png,0,hk.00040,2021-05-21,-0.04411764705882357
data\images\train\hk.00040\2021-05-24.png,0,hk.00040,2021-05-24,-0.02985074626865674
data\images\train\hk.00040\2021-05-25.png,0,hk.00040,2021-05-25,-0.015384615384615398
data\images\train\hk.00040\2021-05-26.png,0,hk.00040,2021-05-26,-0.015384615384615398
data\images\train\hk.00040\2021-05-27.png,0,hk.00040,2021-05-27,0.0
data\images\train\hk.00040\2021-05-28.png,0,hk.00040,2021-05-28,-0.015384615384615398
data\images\train\hk.00040\2021-05-31.png,0,hk.00040,2021-05-31,0.0
data\images\train\hk.00040\2021-06-01.png,1,hk.00040,2021-06-01,0.04687500000000004
data\images\train\hk.00040\2021-06-02.png,0,hk.00040,2021-06-02,0.015625000000000014
data\images\train\hk.00040\2021-06-03.png,0,hk.00040,2021-06-03,-0.015384615384615398
data\images\train\hk.00040\2021-06-04.png,0,hk.00040,2021-06-04,0.015625000000000014
data\images\train\hk.00040\2021-06-07.png,0,hk.00040,2021-06-07,0.0
data\images\train\hk.00040\2021-06-08.png,0,hk.00040,2021-06-08,-0.01492537313432837
data\images\train\hk.00040\2021-06-09.png,1,hk.00040,2021-06-09,0.030769230769230795
data\images\train\hk.00040\2021-06-10.png,1,hk.00040,2021-06-10,0.0937499999999999
data\images\train\hk.00040\2021-06-11.png,1,hk.00040,2021-06-11,0.06153846153846142
data\images\train\hk.00040\2021-06-15.png,1,hk.00040,2021-06-15,0.06153846153846142
data\images\train\hk.00040\2021-06-16.png,1,hk.00040,2021-06-16,0.030303030303030328
data\images\train\hk.00040\2021-06-17.png,1,hk.00040,2021-06-17,0.029850746268656577
data\images\train\hk.00040\2021-06-18.png,0,hk.00040,2021-06-18,-0.0142857142857143
data\images\train\hk.00040\2021-06-21.png,0,hk.00040,2021-06-21,0.01449275362318842
data\images\train\hk.00040\2021-06-22.png,0,hk.00040,2021-06-22,0.0
data\images\train\hk.00040\2021-06-23.png,0,hk.00040,2021-06-23,0.014705882352941025
data\images\train\hk.00040\2021-06-24.png,0,hk.00040,2021-06-24,-0.02898550724637668
data\images\train\hk.00040\2021-06-25.png,0,hk.00040,2021-06-25,-0.02898550724637668
data\images\train\hk.00040\2021-06-28.png,0,hk.00040,2021-06-28,-0.02857142857142844
data\images\train\hk.00040\2021-06-29.png,0,hk.00040,2021-06-29,-0.014492753623188259
data\images\train\hk.00040\2021-06-30.png,0,hk.00040,2021-06-30,-0.02898550724637668
data\images\train\hk.00040\2021-07-02.png,0,hk.00040,2021-07-02,0.0
data\images\train\hk.00040\2021-07-05.png,0,hk.00040,2021-07-05,0.0
data\images\train\hk.00040\2021-07-06.png,0,hk.00040,2021-07-06,0.0
data\images\train\hk.00040\2021-07-07.png,0,hk.00040,2021-07-07,-0.029411764705882377
data\images\train\hk.00040\2021-07-08.png,0,hk.00040,2021-07-08,0.0
data\images\train\hk.00040\2021-07-09.png,0,hk.00040,2021-07-09,-0.01492537313432837
data\images\train\hk.00040\2021-07-12.png,0,hk.00040,2021-07-12,0.0
data\images\train\hk.00040\2021-07-13.png,0,hk.00040,2021-07-13,-0.058823529411764754
data\images\train\hk.00040\2021-07-14.png,0,hk.00040,2021-07-14,-0.015151515151515164
data\images\train\hk.00040\2021-07-15.png,0,hk.00040,2021-07-15,0.0
data\images\train\hk.00040\2021-07-16.png,0,hk.00040,2021-07-16,0.015151515151515164
data\images\train\hk.00040\2021-07-19.png,0,hk.00040,2021-07-19,0.0
data\images\train\hk.00040\2021-07-20.png,1,hk.00040,2021-07-20,0.03125000000000003
data\images\train\hk.00040\2021-07-21.png,0,hk.00040,2021-07-21,0.015384615384615398
data\images\train\hk.00040\2021-07-22.png,0,hk.00040,2021-07-22,-0.01492537313432837
data\images\train\hk.00040\2021-07-23.png,0,hk.00040,2021-07-23,-0.01492537313432837
data\images\train\hk.00040\2021-07-26.png,0,hk.00040,2021-07-26,-0.01492537313432837
data\images\train\hk.00040\2021-07-27.png,0,hk.00040,2021-07-27,0.0
data\images\train\hk.00040\2021-07-28.png,0,hk.00040,2021-07-28,0.0
data\images\train\hk.00040\2021-07-29.png,0,hk.00040,2021-07-29,0.0
data\images\train\hk.00040\2021-07-30.png,0,hk.00040,2021-07-30,-0.015151515151515164
data\images\train\hk.00040\2021-08-02.png,0,hk.00040,2021-08-02,-0.04545454545454549
data\images\train\hk.00040\2021-08-03.png,0,hk.00040,2021-08-03,0.015151515151515164
